PlaylistName,PlaylistModifiedDate,TrackName,ArtistName,AlbumName,DateAdded
AB,2023-03-24,Do Me,P-Square,Game Over,2017-10-11
AB,2023-03-24,Dance 4 Me,J. Martins,Authentic,2017-10-11
AB,2023-03-24,Ekelebe,J. Martins,Authentic,2017-10-11
AB,2023-03-24,Panya,Bracket,Panya,2017-10-13
AB,2023-03-24,Come Closer (feat. Drake),Wizkid,Sounds From The Other Side,2017-11-01
AB,2023-03-24,Aibo,Mystro,Aibo,2018-04-01
AB,2023-03-24,Pour Me Water,Mr Eazi,Pour Me Water,2018-04-11
AB,2023-03-24,Juice (feat. Maleek Berry),Ycee,First Wave EP,2018-04-11
AB,2023-03-24,Own It,Maleek Berry,First Daze Of Winter,2018-04-11
AB,2023-03-24,Ojuelegba,Wizkid,Ayo,2018-04-11
AB,2023-03-24,Available,Ayo Jay,Available - Single,2018-04-11
AB,2023-03-24,Your Number REMIX (feat. Chris Brown & Kid Ink),Ayo Jay,Your Number REMIX (feat. Chris Brown & Kid Ink),2018-04-11
AB,2023-03-24,Duro,Tekno,Duro,2018-04-11
AB,2023-03-24,Dance For Me (Eugy X Mr Eazi),Eugy,Dance For Me (Eugy X Mr Eazi),2018-04-11
AB,2023-03-24,Adonai,Sarkodie,"Sarkodie, Vol. 2",2018-04-11
AB,2023-03-24,Ginger (feat. Wizkid),L.A.X,Ginger (feat. Wizkid),2018-04-11
AB,2023-03-24,Fall,Davido,Fall,2018-04-15
AB,2023-03-24,Away,P-Square,Away,2018-04-17
AB,2023-03-24,Wo Onane No,Kwamz & Flava,DeYaaa,2018-04-21
AB,2023-03-24,Biko,Iyanya,Biko,2018-05-04
AB,2023-03-24,Caro,Wizkid,Ayo,2018-05-11
AB,2023-03-24,Your Number,Ayo Jay,Your Number,2018-05-11
AB,2023-03-24,Writing On The Wall,Patoranking,God Over Everything,2018-05-21
AB,2023-03-24,Jeje,DJ Xclusive,According to X,2018-05-21
AB,2023-03-24,This Kind Luv,Patoranking,God Over Everything,2018-05-30
AB,2023-03-24,Taste the Money (Testimony),P-Square,Taste the Money (Testimony),2018-07-28
AB,2023-03-24,Rotate,Wande Coal,Best Of Wande Coal,2018-07-28
AB,2023-03-24,Kolom,BukBak,Kolom,2020-07-10
AB,2023-03-24,The Thing,Drumz,The Thing,2020-07-12
AB,2023-03-24,Shekini,P-Square,Double Trouble,2020-07-15
AB,2023-03-24,Don't Dull,Wizkid,Superstar,2021-09-01
AB,2023-03-24,Dami Duro,Davido,Dami Duro,2021-09-01
AB,2023-03-24,Joro,Wizkid,Joro,2022-03-02
AB,2023-03-24,Tease Me / Bad Guys,Wizkid,Superstar,2022-02-25
AB,2023-03-24,Go Higher,Stonebwoy,Livingstone,2022-03-08
AB,2023-03-24,Divine,Rema,Rave & Roses,2022-04-09
AB,2023-03-24,Dirty,Rema,Rave & Roses,2022-04-09
AB,2023-03-24,Time N Affection,Rema,Rave & Roses,2022-04-09
AB,2023-03-24,Wine,Rema,Rave & Roses,2022-04-11
AB,2023-03-24,Kwaku the Traveller,Black Sherif,Kwaku the Traveller,2022-04-11
AB,2023-03-24,Jo,Rema,Rave & Roses,2022-04-11
AB,2023-03-24,Soundgasm,Rema,Rave & Roses,2022-04-11
AB,2023-03-24,Hold Me,Rema,Rave & Roses,2022-04-11
AB,2023-03-24,Call Me Every Day (feat. Wizkid),Chris Brown,Call Me Every Day (feat. Wizkid),2022-06-19
AB,2023-03-24,Cloak & Dagger (feat. J Hus),Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,For My Hand (feat. Ed Sheeran),Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,Toni-Ann Singh (feat. Popcaan),Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,It's Plenty,Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,Different Size (feat. Victony),Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,Last Last,Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,Jagele,Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,Kilometre,Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,Science,Burna Boy,"Love, Damini",2022-07-11
AB,2023-03-24,Diana,Fireboy DML,Playboy,2022-08-06
AB,2023-03-24,All Of Us (Ashawo),Fireboy DML,Playboy,2022-08-06
AB,2023-03-24,KU LO SA - A COLORS SHOW,Oxlade,KU LO SA - A COLORS SHOW,2022-08-09
AB,2023-03-24,"My Woman, My Everything (feat. Wandecoal)",Patoranking,"My Woman, My Everything (feat. Wandecoal) - Single",2022-08-09
AB,2023-03-24,On the Low,Burna Boy,African Giant,2022-08-20
AB,2023-03-24,D & G (feat. Summer Walker),Davido,A Good Time,2022-09-03
AB,2023-03-24,Yori Yori,Bracket,Least Expected,2022-09-03
AB,2023-03-24,Mama Africa,Bracket,Alive,2022-09-03
AB,2023-03-24,No Time (feat. P Square),Bracket,Least Expected,2022-09-03
AB,2023-03-24,Anybody,Burna Boy,African Giant,2022-09-03
AB,2023-03-24,Killin Dem (feat. Zlatan),Burna Boy,African Giant,2022-09-03
AB,2023-03-24,Gbona,Burna Boy,African Giant,2022-09-03
AB,2023-03-24,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",StarBoy,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",2022-09-03
AB,2023-03-24,Sekkle Down (feat. J Hus),Burna Boy,Outside,2022-09-03
AB,2023-03-24,Soke,Burna Boy,On A Spaceship,2022-09-03
AB,2023-03-24,Essence (feat. Tems),Wizkid,Made In Lagos,2022-09-03
AB,2023-03-24,"Majo (feat. Wizkid, Alpha P & Tay Iwar)",DJ Tunez,"Majo (feat. Wizkid, Alpha P & Tay Iwar)",2022-09-03
AB,2023-03-24,Girl (feat. Wizkid),Bracket,Cupid Stories,2022-09-03
AB,2023-03-24,Ifunanya,P-Square,Game Over,2022-09-03
AB,2023-03-24,Chop My Money - Remix,P-Square,Chop My Money,2022-09-03
AB,2023-03-24,Muah Muah,Bracket,Cupid Stories,2022-09-03
AB,2023-03-24,B. D’OR (feat. Wizkid),Burna Boy,B. D’OR (feat. Wizkid),2022-09-06
AB,2023-03-24,Bad To Me,Wizkid,Bad To Me,2022-10-02
AB,2023-03-24,Calm Down,Rema,Calm Down,2022-11-26
AB,2023-03-24,Plenty Loving,Wizkid,"More Love, Less Ego",2022-11-26
AB,2023-03-24,Special (feat. Don Toliver),Wizkid,"More Love, Less Ego",2022-11-26
AB,2023-03-24,Bad To Me,Wizkid,"More Love, Less Ego",2022-11-26
AB,2023-03-24,Money & Love,Wizkid,"More Love, Less Ego",2022-11-26
AB,2023-03-24,In Love,Wizkid,Ayo,2023-02-18
AB,2023-03-24,Mood (feat. BNXN),Wizkid,Made In Lagos: Deluxe Edition,2023-02-18
AB,2023-03-24,Ginger (feat. Burna Boy),Wizkid,Made In Lagos,2023-03-24
Top Breezy,2021-09-19,Deuces (feat. Tyga & Kevin McCall),Chris Brown,F.A.M.E. (Expanded Edition),2021-09-15
Top Breezy,2021-09-19,Liquor,Chris Brown,Royalty (Deluxe Version),2021-09-15
Top Breezy,2021-09-19,Wrist (feat. Solo Lucci),Chris Brown,Royalty (Deluxe Version),2021-09-15
Top Breezy,2021-09-19,Go Crazy,Chris Brown,Slime & B,2021-09-15
Top Breezy,2021-09-19,Gimme That Remix (feat. Lil' Wayne),Chris Brown,Chris Brown (Expanded Edition),2021-09-15
Top Breezy,2021-09-19,So Cold,Chris Brown,Graffiti (Expanded Edition),2021-09-15
Top Breezy,2021-09-19,Up To You,Chris Brown,F.A.M.E. (Expanded Edition),2021-09-15
Top Breezy,2021-09-19,Graffiti,Chris Brown,Graffiti (Expanded Edition),2021-09-19
Top Breezy,2021-09-19,All Back,Chris Brown,F.A.M.E. (Expanded Edition),2021-09-19
Top Breezy,2021-09-19,Turn Up the Music,Chris Brown,Fortune (Expanded Edition),2021-09-19
Top Breezy,2021-09-19,Time For Love,Chris Brown,X (Expanded Edition),2021-09-19
Top Breezy,2021-09-19,Remember Me,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-09-19
Top Breezy,2021-09-19,Proof,Chris Brown,Royalty (Deluxe Version),2021-09-19
Top Breezy,2021-09-19,Blow It In The Wind,Chris Brown,Royalty (Deluxe Version),2021-09-19
Top Breezy,2021-09-19,U Did It (feat. Future),Chris Brown,Royalty (Deluxe Version),2021-09-19
Top Breezy,2021-09-19,Hope You Do,Chris Brown,Heartbreak on a Full Moon,2021-09-19
Top Breezy,2021-09-19,Paradise,Chris Brown,Heartbreak on a Full Moon,2021-09-19
Top Breezy,2021-09-19,Red,Chris Brown,Indigo,2021-09-19
Top Breezy,2021-09-19,Heat (feat. Gunna),Chris Brown,Indigo,2021-09-19
Top Breezy,2021-09-19,Lost In Ya Love,Chris Brown,X (Expanded Edition),2021-09-19
Breezy,2023-03-22,Run It! (feat. Juelz Santana),Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Yo (Excuse Me Miss),Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Gimme That,Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Winner,Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Ain't No Way (You Won't Love Me),Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Poppin' - Main,Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Just Fine,Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Say Goodbye,Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Run It! Remix (feat. Bow Wow & Jermaine Dupri),Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Gimme That Remix (feat. Lil' Wayne),Chris Brown,Chris Brown (Expanded Edition),2021-08-06
Breezy,2023-03-22,Throwed,Chris Brown,Exclusive (Expanded Edition),2021-08-06
Breezy,2023-03-22,Kiss Kiss (feat. T-Pain),Chris Brown,Exclusive (Expanded Edition),2021-08-06
Breezy,2023-03-22,Take You Down,Chris Brown,Exclusive (Expanded Edition),2021-08-06
Breezy,2023-03-22,With You,Chris Brown,Exclusive (Expanded Edition),2021-08-06
Breezy,2023-03-22,Wall To Wall,Chris Brown,Exclusive (Expanded Edition),2021-08-06
Breezy,2023-03-22,I Wanna Be,Chris Brown,Exclusive (Expanded Edition),2021-08-06
Breezy,2023-03-22,I Can Transform Ya (feat. Swizz Beatz & Lil' Wayne),Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,Sing Like Me,Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,Crawl,Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,So Cold,Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,Wait (feat. Trey Songz & Game),Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,Gotta Be Ur Man,Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,I Need This,Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,Brown Skin Girl (feat. Sean Paul),Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,Graffiti,Chris Brown,Graffiti (Expanded Edition),2021-08-06
Breezy,2023-03-22,Deuces (feat. Tyga & Kevin McCall),Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Up To You,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,No BS (feat. Kevin McCall),Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,She Ain't You,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Say It With Me,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Yeah 3x,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Next To You (feat. Justin Bieber),Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,All Back,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Wet The Bed (feat. Ludacris),Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Oh My Love,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Should've Kissed You,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Love The Girls (feat. Eva Simons),Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Beg For It,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Champion (feat. Chris Brown),Chip,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,"Paper, Scissors, Rock (feat. Big Sean & Timbaland)",Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
Breezy,2023-03-22,Turn Up the Music,Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Mirage (feat. Nas),Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,2012,Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Biggest Fan,Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Sweet Love,Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Strip (feat. Kevin McCall),Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Stuck On Stupid,Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,4 Years Old,Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Party Hard / Cadillac (Interlude) (feat. Sevyn),Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Oh Yeah (feat. Snoop Dogg & 2 Chainz),Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,Calypso,Chris Brown,Fortune (Expanded Edition),2021-08-06
Breezy,2023-03-22,X,Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Add Me In,Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Loyal (feat. Lil Wayne & Tyga),Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,New Flame (feat. Usher & Rick Ross),Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Drown In It (feat. R. Kelly),Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Came To Do (feat. Akon),Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Time For Love,Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Lady In A Glass Dress (Interlude),Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Autumn Leaves (feat. Kendrick Lamar),Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Lost In Ya Love,Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Fine China,Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Westside,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Nothin' Like Me (feat. Ty Dolla $ign),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Ayo,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Girl You Loud,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Remember Me,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,I Bet (feat. 50 Cent),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,D.G.I.F.U. (feat. Pusha T),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Better,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Lights Out (feat. Fat Trel),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Real One (feat. Boosie Badazz),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Bitches N Marijuana (feat. ScHoolboy Q),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,She Goin' Up,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Wrong In The Right Way,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Bunkin' (feat. Jay 305 & T.I.),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,It's Yo Shit (feat. Wale),Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Banjo,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
Breezy,2023-03-22,Back To Sleep,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Fine By Me,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Wrist (feat. Solo Lucci),Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Liquor,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Zero,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Picture Me Rollin',Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Little Bit,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Proof,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,No Filter,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Day One,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Blow It In The Wind,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,KAE,Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,U Did It (feat. Future),Chris Brown,Royalty (Deluxe Version),2021-08-06
Breezy,2023-03-22,Lost & Found,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Privacy,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Juicy Booty (feat. Jhené Aiko & R.Kelly),Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Questions,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Heartbreak on a Full Moon,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Roses,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Confidence,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Rock Your Body,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Tempo,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,To My Bed,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Hope You Do,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Party (feat. Usher & Gucci Mane),Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Sensei (feat. A1),Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Summer Breeze,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Hurt The Same,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Nowhere,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Tough Love,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Paradise,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,On Me,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Bite My Tongue,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Yellow Tape,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Reddi Wip,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Only 4 Me (feat. Ty Dolla $ign & Verse Simmonds),Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Grass Ain't Greener,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Sip,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,This Ain't,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,No Exit,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,I Love Her,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Other Niggas,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Even,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Frustrated,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Enemy,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Run Away,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,This Way,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,Hangover,Chris Brown,Heartbreak on a Full Moon,2021-08-06
Breezy,2023-03-22,On Purpose (feat. AGNEZ MO),Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
Breezy,2023-03-22,Hands Up,Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
Breezy,2023-03-22,Trust Me,Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
Breezy,2023-03-22,Let S**t Go,Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
Breezy,2023-03-22,I Wanna,Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
Breezy,2023-03-22,Water,Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
Breezy,2023-03-22,Secret (feat. Solo Lucci),Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
Breezy,2023-03-22,Indigo,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Back To Love,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Come Together (feat. H.E.R.),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Temporary Lover (feat. Lil Jon),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Emerald / Burgundy (feat. Juvenile & Juicy J),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Red,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,All I Want (feat. Tyga),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Heat (feat. Gunna),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,No Guidance (feat. Drake),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Natural Disaster / Aura,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Sorry Enough,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,You Like That,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Troubled Waters,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Lurkin' (feat. Tory Lanez),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Undecided,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,BP / No Judgement,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Sexy (feat. Trey Songz),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Early 2K (feat. Tank),Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Part Of The Plan,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Play Catch Up,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Throw It Back,Chris Brown,Indigo,2021-08-06
Breezy,2023-03-22,Overtime,Chris Brown,Indigo (Extended),2021-08-06
Breezy,2023-03-22,"Outy When I Drive/Blamed (feat. Rich The Kid, Yella Beezy & Sage The Gemini)",Chris Brown,Indigo (Extended),2021-08-06
Breezy,2023-03-22,Flashbacks,Chris Brown,Indigo (Extended),2021-08-06
Breezy,2023-03-22,Problem With You,Chris Brown,Indigo (Extended),2021-08-06
Breezy,2023-03-22,Under The Influence,Chris Brown,Indigo (Extended),2021-08-06
Breezy,2023-03-22,Go Crazy,Chris Brown,Slime & B,2021-08-06
Breezy,2023-03-22,Trap Back (feat. Major Nine),Chris Brown,Slime & B,2021-08-06
Breezy,2023-03-22,I Got Time (feat. Shad Da God),Chris Brown,Slime & B,2021-08-06
Breezy,2023-03-22,She Bumped Her Head (feat. Gunna),Chris Brown,Slime & B,2021-08-06
Breezy,2023-03-22,I Ain't Tryin',Chris Brown,Slime & B,2021-08-06
Breezy,2023-03-22,City Girls,Chris Brown,Slime & B,2021-08-06
Breezy,2023-03-22,No Such Thing (feat. Hoodybaby),Chris Brown,Slime & B,2021-08-06
Breezy,2023-03-22,Help Me Breathe (feat. Future),Young Thug,Slime & B,2021-08-06
Breezy,2023-03-22,Angles (feat. Chris Brown),Wale,Angles (feat. Chris Brown),2021-08-06
Breezy,2023-03-22,Baddest,Yung Bleu,Baddest,2021-08-06
Breezy,2023-03-22,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Latto)",Chris Brown,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Latto)",2021-08-06
Breezy,2023-03-22,Guilty,Sevyn Streeter,Guilty,2021-08-06
Breezy,2023-03-22,Provide (feat. Chris Brown & Mark Morrison),G-Eazy,Provide (feat. Chris Brown & Mark Morrison),2021-08-06
Breezy,2023-03-22,Wake Up Dead,T-Pain,Wake Up Dead,2021-08-06
Breezy,2023-03-22,Put In Work (with Chris Brown),Jacquees,Put In Work,2021-08-06
Breezy,2023-03-22,Something Real (with London On Da Track & Chris Brown),Summer Walker,Something Real (with London On Da Track & Chris Brown),2021-08-06
Breezy,2023-03-22,Haute (feat. J Balvin & Chris Brown),Tyga,Haute (feat. J Balvin & Chris Brown),2021-08-06
Breezy,2023-03-22,Blow My Mind,Davido,Blow My Mind,2021-08-06
Breezy,2023-03-22,Light It Up,Marshmello,Light It Up,2021-08-06
Breezy,2023-03-22,Fairytale,Skyetunes,Fairytale,2021-08-06
Breezy,2023-03-22,(Love) Overdose [feat. Chris Brown],AGNEZ MO,(Love) Overdose [feat. Chris Brown],2021-08-06
Breezy,2023-03-22,Stranger Things,Joyner Lucas,Stranger Things,2021-08-06
Breezy,2023-03-22,I Don't Die,Joyner Lucas,I Don't Die,2021-08-06
Breezy,2023-03-22,Stranger Things,Joyner Lucas,I Don't Die,2021-08-06
Breezy,2023-03-22,Date Night (Same Time) [feat. Chris Brown],Kirko Bangz,Date Night (Same Time) [feat. Chris Brown],2021-08-06
